,source,freq,statement,veracity,length
13070,PlantsNeedCO2.org,1,"""Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.""",False,154
13074,Barney Bishop,1,"""There's no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed.""",False,109
13078,Michael Moore,2,"""The majority actually want single-payer health care.""",False,54
13098,Bruce Braley,2,"""Recent census data shows that the average American family spends over $13,000 a year for health care coverage.""",False,112
13100,National Right to Life Committee,1,"""Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.""",False,89
13127,Matt Miller,1,"""Switzerland and the Netherlands . . .  cover all their citizens using private insurers, and they do so for much less cost.""",True,124
13128,John Carter,1,"""The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.""",False,164
13134,Investor's Business Daily,1,"""Cap-and-trade is wildly unpopular with Americans.""",False,51
13188,Russ Carnahan,1,"""The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus.""",False,213
13217,Lindsey Graham,2,"""Now, there was a time when someone like Scalia and Ginsburg got 95-plus votes.""",True,80
13236,Keith Olbermann,2,"""Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.""",False,133
13243,Americans United for Change,2,"""A new poll shows 62 percent support the president's plan to reform health care. That means ... letting you choose between keeping the private insurance you have and a public health insurance plan.""",False,198
13259,Michael Steele,3,"""President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.""",True,98
13261,North Korean foreign ministry,1,"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""",True,202
13269,Dick Cheney,1,"""You've heard endlessly about waterboarding. It happened to three terrorists.""",True,78
13272,Richard Durbin,3,"""The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.""",True,235
13277,Mark Sanford,2,"""Our government has now 'spent, lent, or committed' $12.8 trillion in its attempt to blunt the recession.""",True,106
13310,Lawrence O'Donnell,3,"""There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.""",False,128
13312,Cato Institute,1,"""There has been no net global warming for over a decade now.""",False,61
13316,House Republican Conference,1,"""The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year.""",Pants on Fire!,180
13334,Christina Romer,1,"""Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.""",True,207
13338,Peter Orszag,2,"""Look, the earmarks have come down significantly, 75 percent.""",False,62
13339,Robert Gibbs,1,"""A middle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.""",True,158
13343,Tom Coburn,2,"""Under the Obama plan . . . all the health care in this country is eventually going to  be run by the government.""",False,114
13344,Mitch McConnell,3,"""In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.""",False,166
13354,Mark Sanford,2,"""The Congressional Budget Office has found that (the stimulus) bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019.""",False,152
13355,Rosa DeLauro,1,"""When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.""",True,152
13362,Michael Steele,3,"""You and I know that in the history of mankind and womankind, government — federal, state, local, or otherwise — has never created one job.""",Pants on Fire!,140
13387,Competitive Enterprise Institute,1,"""Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.""",True,171
13392,Spencer  Bachus,1,"""Even with recent changes, the average hourly wage at General Motors is still $75 an hour.""",False,91
13413,Republican Party of Florida,3,"""Barack Obama has consistently voted against tougher penalties for criminals.""",False,78
13474,Defenders of Wildlife Action Fund,1,"""Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.""",True,77
13578,Democratic National Committee,2,"""Less than four cents of every health care dollar is spent on prevention and public health.""",True,92
13579,Democratic National Committee,2,"""We spend more on health care than any other country, but we're ranked 47th in life expectancy and 43rd in child mortality.""",True,124
13635,Campaign Money Watch,1,"""McCain got more money from Airbus' U.S. executives than any other politician.""",True,79
13636,VoteVets.org,2,"""Sen. McCain would occupy Iraq indefinitely, against their wishes.""",False,67
13678,Bob Barr,1,"""The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.""",True,271
13682,Ralph Nader,1,"""He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.""",True,125
13717,Republican Party of Florida,3,"""Fidel Castro endorses Obama.""",Pants on Fire!,30
13777,Focus on the Family Action,2,"""As a state senator, he (Obama) even refused to support a measure to stop sex businesses from opening near schools or places of worship!""",True,137
13799,Focus on the Family Action,2,"""Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid.""",False,142
13820,Mike Gravel,2,"""I am a candidate. I have not withdrawn.""",True,41
13831,Tennessee Republican Party,1,"""You don't even have to go outside Obama's campaign to find advisers who are anti-Israel.""",False,90
13840,VoteVets.org,2,"""John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.""",True,89
13891,Citizens United Political Victory Fund,1,"""(John McCain) was even mentioned as a running mate with John Kerry.""",True,69
13991,Duncan Hunter,2,"""And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers.""",False,121
13999,Chris Dodd,2,"""We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.""",True,122
14016,Tom Tancredo,2,"""I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper.""",False,180
14043,Bill Richardson,3,"""Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.""",False,87
14044,Bill Richardson,3,"""Three out of the 18 benchmarks of the (GAO) have been fulfilled. Even among Republican math, that is a failing grade.""",True,119
14072,Chris Dodd,2,"""Dodd brought both parties together to pass the Family and Medical Leave Act.""",True,78
14100,Duncan Hunter,2,"""This (SCHIP) is socialized medicine. It is going to go to families that make $60,000 a year. Those aren't poor children.""",True,122
14150,Sam Brownback,3,"""I'm pro-life. He's not.""",False,25
14156,Bill Richardson,3,"""Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary.""",Pants on Fire!,125
14175,Sam Brownback,3,"""Currently, we're at 36 percent of our children born out of wedlock.""",True,69
14181,Mike Gravel,2,"""In 1972, we had a 179,000 human beings in jail in this country. Today, it's 2.3-million, and 70 percent of them are black, African-American.""",Pants on Fire!,142
14200,Sam Brownback,3,"""I'm for a three-state political solution in Iraq. (Romney) is not.""",True,68
14204,Tom Tancredo,2,"""For every single scientist that tells you (global warming is) happening and that it's our fault...I can stack up another group of reports that say just the opposite.""",False,167
14207,Tommy Thompson,3,"""Tommy Thompson is the father of welfare reform, creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms.""",True,176
14208,Tommy Thompson,3,"""Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school – no matter where they live or how much money their parents make.""",True,214
